Question,Correct Answer,Guess,Similarity,Accuracy,Comments
What cartoon character did Walter Lantz create?,Woody the Woodpecker,goofy,4,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,homer simpson,3,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,krazy kat,4,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,lancer,1,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,larson,1,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,lil abner,2,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,little lulu,4,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,marmaduke,3,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,mickey mouse,3,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,microphone,1,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,not sure,1,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,pooh,3,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,popeye,3,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,porky pig,3,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,smurfs,3,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,snoopy,3,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,snuffy,2,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,spiderman,2,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,spongebob,2,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,top cat,3,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,tweedy bird,3,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,tweety bird,3,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,woddy woodpecker,7,1,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,wonder woman,2,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,wood woodpecker,6,1,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,woodpecker,6,1,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,woody,6,1,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,woody the wood pecker,6,1,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,woody the woodpecker,7,1,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,woody the woodpeckerw,6,1,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,woody wood pecker,6,1,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,woody woodpecker,7,1,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,yogi bear,3,0,
What cartoon character did Walter Lantz create?,Woody the Woodpecker,ziggy,3,0,
What cartoonist has had three insect species named after him?,Gary Larson,adam weist,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,al capp,3,0,
What cartoonist has had three insect species named after him?,Gary Larson,ant,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,ant brewer,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,argo,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,avery,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,beetle bailey,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,ben watson,3,0,
What cartoonist has had three insect species named after him?,Gary Larson,bill waters,3,0,
What cartoonist has had three insect species named after him?,Gary Larson,billy,2,0,
What cartoonist has had three insect species named after him?,Gary Larson,bob,2,0,
What cartoonist has had three insect species named after him?,Gary Larson,bob bee,2,0,
What cartoonist has had three insect species named after him?,Gary Larson,bob finger,2,0,
What cartoonist has had three insect species named after him?,Gary Larson,bob mcglaughlin,2,0,
What cartoonist has had three insect species named after him?,Gary Larson,bugs bunny,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,centipede,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,charles,3,0,
What cartoonist has had three insect species named after him?,Gary Larson,charles m. schulz,3,0,
What cartoonist has had three insect species named after him?,Gary Larson,charles schultz,3,0,
What cartoonist has had three insect species named after him?,Gary Larson,charles schulz,3,0,
What cartoonist has had three insect species named after him?,Gary Larson,charles shultz,3,0,
What cartoonist has had three insect species named after him?,Gary Larson,charles swartz,3,0,
What cartoonist has had three insect species named after him?,Gary Larson,charlie brown,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,darwin,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,dave barry,2,0,
What cartoonist has had three insect species named after him?,Gary Larson,dawnkins,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,disney,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,doctor seuss,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,don't know,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,dr. seuss,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,dudeson,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,eddie thomas,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,faulkner,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,finger,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,garfield,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,gary,5,1,
What cartoonist has had three insect species named after him?,Gary Larson,gary johnson,5,0,
What cartoonist has had three insect species named after him?,Gary Larson,gary larsen,6,1,
What cartoonist has had three insect species named after him?,Gary Larson,gary larson,7,1,
What cartoonist has had three insect species named after him?,Gary Larson,gary lucas,5,0,
What cartoonist has had three insect species named after him?,Gary Larson,gary powell,5,0,
What cartoonist has had three insect species named after him?,Gary Larson,gary wells,5,0,
What cartoonist has had three insect species named after him?,Gary Larson,george lanz,2,0,
What cartoonist has had three insect species named after him?,Gary Larson,goodman,2,0,
What cartoonist has had three insect species named after him?,Gary Larson,gray,3,0,
What cartoonist has had three insect species named after him?,Gary Larson,harry potter,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,hensen,2,0,
What cartoonist has had three insect species named after him?,Gary Larson,hobbs,2,0,
What cartoonist has had three insect species named after him?,Gary Larson,jack johnson,2,0,
What cartoonist has had three insect species named after him?,Gary Larson,james brooks,2,0,
What cartoonist has had three insect species named after him?,Gary Larson,james brown,2,0,
What cartoonist has had three insect species named after him?,Gary Larson,james stevenson,2,0,
What cartoonist has had three insect species named after him?,Gary Larson,jeff kinney,2,0,
What cartoonist has had three insect species named after him?,Gary Larson,jim carter,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,jim crowell,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,jim davis,3,0,
What cartoonist has had three insect species named after him?,Gary Larson,jim haferton,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,jim henson,3,0,
What cartoonist has had three insect species named after him?,Gary Larson,jimeny,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,joey berg,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,john,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,john tie,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,kevin scott,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,kyle,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,lantz,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,larry,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,larson,6,1,
What cartoonist has had three insect species named after him?,Gary Larson,layton,4,0,
What cartoonist has had three insect species named after him?,Gary Larson,lenord,3,0,
What cartoonist has had three insect species named after him?,Gary Larson,lester,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,llyod,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,lon cheney,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,lutz,2,0,
What cartoonist has had three insect species named after him?,Gary Larson,mark milian,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,matt groening,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,mel blanc,3,0,
What cartoonist has had three insect species named after him?,Gary Larson,mike davis,2,0,
What cartoonist has had three insect species named after him?,Gary Larson,not sure,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,paul,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,peanuts,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,phillip jameson,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,raoul duke,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,roy orbison,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,schiultz,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,schultz,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,scultz,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,shultz,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,smith,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,something larson,6,1,
What cartoonist has had three insect species named after him?,Gary Larson,stan lee,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,swartz,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,taylor,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,teddy,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,walt,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,walt disney,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,walter beetly,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,walter disney,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,william schultz,1,0,
What cartoonist has had three insect species named after him?,Gary Larson,woodward,1,0,
What chemical compound comes from the Greek word for 'primary'?,Protein,acid,2,0,
What chemical compound comes from the Greek word for 'primary'?,Protein,alcohol,2,0,
What chemical compound comes from the Greek word for 'primary'?,Protein,alloy,2,0,
What chemical compound comes from the Greek word for 'primary'?,Protein,alpha,2,0,
What chemical compound comes from the Greek word for 'primary'?,Protein,atom,2,0,
What chemical compound comes from the Greek word for 'primary'?,Protein,base,2,0,
What chemical compound comes from the Greek word for 'primary'?,Protein,bleech,2,0,
What chemical compound comes from the Greek word for 'primary'?,Protein,carbon,3,0,
What chemical compound comes from the Greek word for 'primary'?,Protein,carbon dioxide,3,0,
What chemical compound comes from the Greek word for 'primary'?,Protein,coal,2,0,
What chemical compound comes from the Greek word for 'primary'?,Protein,cyanide,3,0,
What chemical compound comes from the Greek word for 'primary'?,Protein,don't know,1,0,
What chemical compound comes from the Greek word for 'primary'?,Protein,elements,1,0,
What chemical compound comes from the Greek word for 'primary'?,Protein,gas,1,0,
What chemical compound comes from the Greek word for 'primary'?,Protein,glue,1,0,
What chemical compound comes from the Greek word for 'primary'?,Protein,gold,2,0,
What chemical compound comes from the Greek word for 'primary'?,Protein,gun powder,2,0,
What chemical compound comes from the Greek word for 'primary'?,Protein,h20,3,0,
What chemical compound comes from the Greek word for 'primary'?,Protein,h2o,3,0,
What chemical compound comes from the Greek word for 'primary'?,Protein,helium,2,0,
What chemical compound comes from the Greek word for 'primary'?,Protein,hippocrates,1,0,
