mergecolumn,Question,Correct Answer,Guess,Similarity,Accuracy,Comments
What radioactive element is extracted from carnotite and pitchblende? thorium,What is 10% of the salt mined in the world used for in America?,De-icing roads,fries,1,0,
What is the state flower of North Dakota? turnip,What is 10% of the salt mined in the world used for in America?,De-icing roads,fuel,1,0,
What song did both Ronald Reagan and Walter Mondale quote in the 1984 presidential campaign? hotel california,What is 10% of the salt mined in the world used for in America?,De-icing roads,gunpowder,1,0,
Whose guitar version of The Star-Spangled Banner was featured in a 1996 Aiwa TV ad? kid rock,What is 10% of the salt mined in the world used for in America?,De-icing roads,ice driving,6,1,
Which horse was Horse of the Year from 1960 to 1964? budweiser horse,What is 10% of the salt mined in the world used for in America?,De-icing roads,ice melt,6,1,
In what city was the movie 'Leprechaun' shot? new york,What is 10% of the salt mined in the world used for in America?,De-icing roads,ice melt on roads,6,1,
What is rocker Darius Rucker's stage name? kid rock,What is 10% of the salt mined in the world used for in America?,De-icing roads,ice prevention,6,1,
What is the most commonly known tryptamine? glucose,What is 10% of the salt mined in the world used for in America?,De-icing roads,ice roads,6,1,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit? beattles,What is 10% of the salt mined in the world used for in America?,De-icing roads,icy roads,6,1,
Who invented the steamboat Clermont? john doe,What is 10% of the salt mined in the world used for in America?,De-icing roads,killing snails,1,0,
What is the name of the composer who wrote Don Giovanni? ricky martin,What is 10% of the salt mined in the world used for in America?,De-icing roads,medicine,1,0,
Who was president of the US when Uncle Sam first got a beard? theodore,What is 10% of the salt mined in the world used for in America?,De-icing roads,melting ice,6,1,
What is the most common cactus? red flower cacti,What is 10% of the salt mined in the world used for in America?,De-icing roads,melting snow,5,0,
What is the name of Roy Rogers' horse? charlamane,What is 10% of the salt mined in the world used for in America?,De-icing roads,not sure,1,0,
Whose theme song was 'Where the Blue of the night Meets the Gold of the Day'? spice girls,What is 10% of the salt mined in the world used for in America?,De-icing roads,ocean,1,0,
What heat-resistant element replaced cotton as the filament of choice in electric light bulbs in 1910? iron,What is 10% of the salt mined in the world used for in America?,De-icing roads,oil drilling,1,0,
Who is the voice of Gary the snail on Spongebob Squarepants? squidward,What is 10% of the salt mined in the world used for in America?,De-icing roads,packaging,1,0,
What do birds rely on to swallow? beak,What is 10% of the salt mined in the world used for in America?,De-icing roads,potato chips,1,0,
What vice president was accused of being drunk when sworn in? truman,What is 10% of the salt mined in the world used for in America?,De-icing roads,preservative,1,0,
What is the ninth most poisonous animal in the world? king ckobra,What is 10% of the salt mined in the world used for in America?,De-icing roads,preserving food,1,0,
What song took over No. 1 from Whitney Houston's 'I Will Always Love You'? hotel california,What is 10% of the salt mined in the world used for in America?,De-icing roads,road care,5,0,
"What U.S. president's face graces a $100,000 bill? truman",What is 10% of the salt mined in the world used for in America?,De-icing roads,road clearing,4,0,
What was the name of the ship on which Charles Darwin made his scientific voyage? perth,What is 10% of the salt mined in the world used for in America?,De-icing roads,road de-icing,7,1,
On which ship did President Nixon welcome the astronauts back from the Moon? uss iowa,What is 10% of the salt mined in the world used for in America?,De-icing roads,road salt,7,1,
What are you shopping for if you're sized up by a Brannock Device? bra,What is 10% of the salt mined in the world used for in America?,De-icing roads,road treatment,6,0,
What president had to read a news ticker to discover that his daughter Luci was engaged? nixon,What is 10% of the salt mined in the world used for in America?,De-icing roads,roads,5,0,
What is Mark Twain's real name? darius,What is 10% of the salt mined in the world used for in America?,De-icing roads,roadways,5,0,
"In horse racing, in which city is the Japan Cup held? yokohoma",What is 10% of the salt mined in the world used for in America?,De-icing roads,salt highways,5,0,
What two fruits were Hawaiian women once forbidden by law to eat? mango pineapple,What is 10% of the salt mined in the world used for in America?,De-icing roads,salting roads,5,0,
Who hosted the 1994 MTV Movie awards? eminem,What is 10% of the salt mined in the world used for in America?,De-icing roads,snow,5,0,
What was the first war in which one jet plane shot down another? vietnam,What is 10% of the salt mined in the world used for in America?,De-icing roads,snow removal,5,0,
Which beverage company featured the hit 'Like A Prayer' in its advertisement? tropicana,What is 10% of the salt mined in the world used for in America?,De-icing roads,soap,1,0,
What's the first word uttered in Citizen Kane? rosemary,What is 10% of the salt mined in the world used for in America?,De-icing roads,soft drinks,1,0,
What cartoonist has had three insect species named after him? walt,What is 10% of the salt mined in the world used for in America?,De-icing roads,table salt,1,0,
What was actor Lon Chaney also known by? deniro,What is 10% of the salt mined in the world used for in America?,De-icing roads,tablesalt,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland? beattles,What is 10% of the salt mined in the world used for in America?,De-icing roads,to soften water,1,0,
What three words preceded 'land that I love' in a 1938 Irving Berlin tune? i protect the,What is 10% of the salt mined in the world used for in America?,De-icing roads,water,1,0,
What did Jonas Salk invent? steamboat,What is 10% of the salt mined in the world used for in America?,De-icing roads,water softeners,1,0,
Where was Seth MacFarlane born? kent conneticut,What is 10% of the salt mined in the world used for in America?,De-icing roads,water softening,1,0,
What is 10% of the salt mined in the world used for in America? deiccing roads,What is 10% of the salt mined in the world used for in America?,De-icing roads,windows,1,0,
What Pakistani was the first head of state in the 20th century to give birth in office? salhem,What is 10% of the salt mined in the world used for in America?,De-icing roads,winter roads,6,1,
What fraternity was George W. Bush in? delta kappa delta,What is Mark Twain's real name?,Samuel Clemens,calvin smith,1,0,
Who invented the radio? galiurlugo,What is Mark Twain's real name?,Samuel Clemens,charles dickens,3,0,
Who wrote the song 'I Love Paris'? cody,What is Mark Twain's real name?,Samuel Clemens,charles dratimblanking,1,0,
What song did both Ronald Reagan and Walter Mondale quote in the 1984 presidential campaign? live in usa,What is Mark Twain's real name?,Samuel Clemens,clarence clements,5,0,
Whose guitar version of The Star-Spangled Banner was featured in a 1996 Aiwa TV ad? jimmi hendrix,What is Mark Twain's real name?,Samuel Clemens,clemens,6,0,
In what city was the movie 'Leprechaun' shot? california town,What is Mark Twain's real name?,Samuel Clemens,clemit joal,2,0,
Who invented the steamboat Clermont? rob fulton,What is Mark Twain's real name?,Samuel Clemens,clemons hover,2,0,
What group's lead guitar player is known for his amps with control knobs that go up to 11? spinal rip,What is Mark Twain's real name?,Samuel Clemens,cletus clemons,5,0,
What is the most common cactus? prickley pear,What is Mark Twain's real name?,Samuel Clemens,cornelius granford,1,0,
What is the name of Roy Rogers' horse? bullet,What is Mark Twain's real name?,Samuel Clemens,cuban,1,0,
Whose theme song was 'Where the Blue of the night Meets the Gold of the Day'? oz,What is Mark Twain's real name?,Samuel Clemens,dan jones,3,0,
Who is the voice of Gary the snail on Spongebob Squarepants? kenny,What is Mark Twain's real name?,Samuel Clemens,darius,1,0,
What was the first physician to record case histories of patients? hippocrat,What is Mark Twain's real name?,Samuel Clemens,darius rucker,1,0,
